,bbox_list
72ab9f1b8.jpg,"[(137, 593, 146, 600)]"
72ae1d54a.jpg,"[(463, 648, 478, 664)]"
72b092657.jpg,"[(318, 67, 426, 183)]"
72b0c64d8.jpg,"[(343, 246, 361, 258), (425, 305, 437, 317), (117, 339, 132, 354), (414, 712, 433, 731)]"
72b6f3323.jpg,"[(329, 19, 351, 42)]"
72b714d30.jpg,"[(741, 133, 760, 189), (582, 225, 599, 267), (675, 359, 690, 400), (505, 602, 525, 643)]"
72bd26f26.jpg,"[(295, 0, 309, 9), (107, 200, 112, 215), (283, 446, 288, 454), (559, 518, 567, 525)]"
72c3a9933.jpg,"[(644, 96, 655, 109), (613, 146, 647, 179)]"
72c3f52b9.jpg,"[(724, 542, 768, 613)]"
72c518a31.jpg,"[(671, 42, 720, 112), (11, 609, 140, 768)]"
72c661c71.jpg,"[(282, 19, 436, 135)]"
72c9b92de.jpg,"[(243, 244, 315, 309), (13, 453, 83, 514), (374, 682, 385, 712), (389, 686, 395, 700), (418, 689, 426, 714), (396, 691, 402, 700)]"
72ca91db0.jpg,"[(441, 152, 456, 177)]"
72cbba210.jpg,"[(242, 241, 265, 260)]"
72cd7df88.jpg,"[(657, 726, 679, 738)]"
72cda4a5b.jpg,"[(302, 664, 332, 685)]"
72cde7906.jpg,"[(350, 0, 376, 62), (66, 103, 91, 165)]"
72d0c8d62.jpg,"[(451, 314, 475, 325), (529, 314, 555, 329)]"
72d14f41c.jpg,"[(625, 87, 699, 141)]"
72d1dabe9.jpg,"[(572, 93, 678, 189), (180, 122, 268, 205)]"
72d291b78.jpg,"[(198, 193, 214, 202), (6, 231, 77, 272)]"
72d737a55.jpg,"[(644, 7, 672, 81), (588, 267, 598, 290), (573, 374, 596, 443)]"
72d926317.jpg,"[(105, 485, 137, 586)]"
72dda5234.jpg,"[(205, 313, 312, 487)]"
72de11db1.jpg,"[(218, 223, 282, 325)]"
72e2e6238.jpg,"[(410, 173, 418, 189)]"
72e5ce016.jpg,"[(192, 144, 228, 249), (131, 264, 166, 377), (664, 274, 732, 440), (125, 469, 195, 681), (343, 514, 351, 528)]"
72e5fc907.jpg,"[(626, 166, 654, 192)]"
72e71165b.jpg,"[(695, 624, 724, 654), (622, 682, 644, 715)]"
72ec3f4d7.jpg,"[(230, 667, 240, 673), (228, 673, 239, 683), (225, 683, 235, 690), (223, 690, 233, 697), (221, 700, 231, 713), (218, 714, 228, 723), (215, 723, 224, 729), (215, 729, 224, 739)]"
72ecfcb21.jpg,"[(276, 261, 282, 271), (502, 403, 509, 410)]"
72ee20da7.jpg,"[(533, 487, 555, 520)]"
72efbf13f.jpg,"[(64, 150, 83, 168), (340, 155, 354, 169), (108, 336, 116, 348)]"
72f41d4b5.jpg,"[(35, 698, 50, 707)]"
72f48cc4c.jpg,"[(331, 0, 359, 207), (312, 68, 317, 87)]"
72f643f55.jpg,"[(520, 409, 610, 473)]"
72f66f50a.jpg,"[(4, 258, 62, 325), (238, 585, 282, 630)]"
72fd8ac65.jpg,"[(314, 45, 320, 58)]"
730092de4.jpg,"[(62, 254, 83, 263), (320, 284, 384, 312)]"
7301eec3c.jpg,"[(619, 662, 634, 697)]"
730849708.jpg,"[(461, 388, 471, 397)]"
730b2d3da.jpg,"[(266, 217, 282, 260)]"
730b4e931.jpg,"[(575, 718, 594, 728)]"
730c036c5.jpg,"[(447, 156, 500, 307)]"
7314e7ed8.jpg,"[(695, 390, 712, 416), (644, 556, 681, 625)]"
7315ad08a.jpg,"[(618, 164, 643, 192)]"
7316754c0.jpg,"[(68, 250, 135, 325), (576, 329, 664, 381), (40, 644, 88, 730)]"
731693145.jpg,"[(567, 562, 614, 614)]"
731865798.jpg,"[(431, 49, 456, 70)]"
731c2fb68.jpg,"[(607, 591, 733, 677)]"
731d25545.jpg,"[(562, 40, 583, 50), (540, 57, 553, 72), (617, 57, 633, 70), (603, 68, 616, 79), (598, 79, 606, 88), (558, 92, 574, 108), (552, 107, 559, 115), (557, 109, 565, 117), (510, 164, 523, 176), (496, 168, 531, 196)]"
731ef66e6.jpg,"[(447, 457, 501, 512)]"
7320d57b8.jpg,"[(365, 329, 474, 616)]"
7322247bd.jpg,"[(615, 714, 637, 749)]"
7322d15ad.jpg,"[(257, 252, 499, 468)]"
7329756ba.jpg,"[(683, 492, 700, 508), (330, 578, 486, 725)]"
732c4850d.jpg,"[(420, 637, 504, 768)]"
732f3d41e.jpg,"[(492, 190, 504, 197)]"
732fab9da.jpg,"[(118, 176, 135, 259), (437, 310, 553, 478)]"
7331367b5.jpg,"[(76, 265, 172, 311)]"
733337296.jpg,"[(487, 2, 517, 22), (563, 301, 578, 309), (540, 321, 549, 331), (603, 324, 614, 336), (596, 335, 609, 349), (554, 351, 568, 364), (549, 364, 560, 374)]"
73361816c.jpg,"[(119, 7, 127, 17), (64, 166, 78, 176), (364, 190, 376, 204), (207, 194, 220, 211), (74, 203, 84, 208), (119, 337, 128, 350), (741, 370, 766, 384), (196, 395, 210, 403), (212, 396, 235, 411), (207, 416, 221, 426), (198, 421, 206, 427), (431, 429, 443, 435), (434, 448, 443, 453), (445, 449, 455, 455)]"
733c6ee5a.jpg,"[(435, 129, 464, 166)]"
733e01379.jpg,"[(593, 453, 619, 489)]"
733ef4ef3.jpg,"[(590, 241, 655, 308), (113, 298, 122, 313), (503, 412, 514, 430)]"
73445466d.jpg,"[(155, 28, 187, 95)]"
734493eec.jpg,"[(336, 34, 419, 149), (170, 76, 249, 129), (247, 116, 341, 171)]"
734593f0a.jpg,"[(84, 96, 159, 182)]"
7345fdccd.jpg,"[(0, 414, 42, 479)]"
7349f80e0.jpg,"[(673, 529, 708, 535)]"
734a7565f.jpg,"[(619, 181, 649, 199)]"
734b64048.jpg,"[(465, 99, 527, 163)]"
734bccbb4.jpg,"[(479, 331, 504, 354)]"
73502208b.jpg,"[(333, 219, 376, 308)]"
7350e4a10.jpg,"[(658, 523, 746, 585)]"
73515bc14.jpg,"[(692, 344, 743, 487)]"
7352cf02f.jpg,"[(259, 439, 303, 599)]"
73549915f.jpg,"[(500, 536, 631, 768)]"
735a77284.jpg,"[(118, 647, 184, 768)]"
735d8e9f3.jpg,"[(520, 27, 529, 35), (594, 455, 598, 461)]"
735dba218.jpg,"[(176, 387, 262, 443)]"
735dd42b3.jpg,"[(478, 72, 487, 79), (232, 267, 242, 278), (709, 580, 717, 591)]"
736013f75.jpg,"[(94, 291, 147, 369)]"
7362f75ef.jpg,"[(55, 158, 182, 187), (209, 161, 335, 190), (467, 167, 484, 175), (502, 167, 608, 190), (0, 369, 99, 390), (0, 481, 104, 499), (0, 518, 99, 536), (330, 533, 342, 546)]"
7367c1459.jpg,"[(18, 143, 50, 224)]"
73699f4d7.jpg,"[(507, 242, 556, 337), (0, 261, 89, 289)]"
736a928ca.jpg,"[(151, 210, 363, 378)]"
736b5440c.jpg,"[(344, 515, 355, 525)]"
7371a3701.jpg,"[(738, 5, 755, 62)]"
737239c06.jpg,"[(192, 691, 261, 716)]"
737306228.jpg,"[(600, 168, 622, 317)]"
73757b49e.jpg,"[(468, 570, 505, 606)]"
73757e194.jpg,"[(384, 511, 392, 518)]"
7376d000a.jpg,"[(190, 98, 201, 107), (369, 114, 387, 141), (166, 115, 177, 125), (216, 126, 227, 136), (163, 152, 178, 167), (199, 159, 209, 169)]"
7377083fe.jpg,"[(527, 34, 544, 48)]"
7379b5bba.jpg,"[(635, 140, 648, 160), (393, 695, 425, 711)]"
737a92d78.jpg,"[(179, 556, 220, 749)]"
737b11dd5.jpg,"[(349, 507, 379, 521)]"
73841a7bf.jpg,"[(340, 344, 347, 352)]"
73876b880.jpg,"[(244, 399, 314, 470), (361, 518, 443, 600)]"
738c642ba.jpg,"[(528, 336, 566, 418)]"
739007d1a.jpg,"[(481, 138, 490, 152), (633, 232, 642, 253)]"
7390df83b.jpg,"[(276, 216, 285, 226), (291, 262, 301, 272), (635, 430, 647, 439)]"
7391288bc.jpg,"[(388, 139, 501, 300)]"
7391e4888.jpg,"[(0, 6, 111, 197)]"
739520958.jpg,"[(543, 226, 594, 307)]"
739860678.jpg,"[(53, 46, 164, 144), (697, 352, 711, 366), (75, 463, 216, 561), (104, 549, 127, 568)]"
73993d969.jpg,"[(174, 505, 259, 691)]"
739c5b1fe.jpg,"[(604, 67, 629, 141), (454, 297, 476, 371)]"
739ff928d.jpg,"[(644, 321, 655, 332), (453, 530, 461, 537)]"
73a083413.jpg,"[(383, 49, 452, 238)]"
73a0fa237.jpg,"[(0, 547, 262, 768)]"
73a16d06b.jpg,"[(227, 399, 260, 448)]"
73a1ac882.jpg,"[(429, 0, 479, 121)]"
73a323103.jpg,"[(357, 180, 416, 272)]"
73a604acc.jpg,"[(545, 580, 646, 638)]"
73a711c85.jpg,"[(22, 191, 35, 204), (242, 207, 251, 213), (131, 758, 146, 768)]"
73a81fa8a.jpg,"[(171, 508, 229, 597)]"
73abf7826.jpg,"[(74, 68, 91, 77)]"
73ae22779.jpg,"[(532, 626, 557, 703)]"
73af9a984.jpg,"[(419, 238, 428, 259), (591, 735, 617, 763)]"
73b1324ad.jpg,"[(648, 30, 660, 49)]"
73b181305.jpg,"[(396, 254, 453, 329), (191, 288, 203, 301), (654, 388, 711, 463)]"
73b1c0e15.jpg,"[(563, 201, 649, 292)]"
73b215863.jpg,"[(128, 611, 137, 616)]"
73b271dbb.jpg,"[(359, 17, 421, 119), (194, 387, 292, 491)]"
73b9a8fb8.jpg,"[(219, 24, 244, 47), (160, 68, 183, 83), (20, 166, 39, 181)]"
73bd4dee4.jpg,"[(433, 726, 450, 743)]"
73c298b3e.jpg,"[(206, 167, 326, 220), (403, 223, 566, 297), (641, 289, 768, 351), (47, 560, 59, 572), (119, 564, 141, 578), (396, 627, 421, 649), (127, 630, 139, 642), (130, 675, 303, 764)]"
73c34faed.jpg,"[(579, 102, 655, 153), (243, 163, 349, 222), (0, 178, 68, 225), (326, 463, 345, 484), (515, 501, 589, 555), (141, 595, 271, 658), (684, 683, 768, 732)]"
73cbc5165.jpg,"[(27, 455, 241, 560), (285, 535, 478, 619), (629, 548, 768, 614), (584, 623, 745, 701)]"
73cd0c1a0.jpg,"[(540, 469, 552, 481)]"
73d103735.jpg,"[(327, 723, 522, 768)]"
73d21d0a0.jpg,"[(45, 423, 153, 487)]"
73d3c4a4e.jpg,"[(0, 181, 219, 456)]"
73d86f282.jpg,"[(564, 52, 740, 91), (195, 58, 219, 69), (273, 58, 299, 73)]"
73dacb0ca.jpg,"[(224, 16, 339, 143), (162, 128, 178, 160), (0, 163, 204, 424)]"
73db2dd67.jpg,"[(306, 4, 455, 121)]"
73db4530f.jpg,"[(407, 88, 542, 270)]"
73dba17a6.jpg,"[(252, 174, 272, 194)]"
73dc1b526.jpg,"[(410, 505, 571, 596)]"
73def9bc5.jpg,"[(524, 249, 655, 460)]"
73e1f9c45.jpg,"[(429, 74, 433, 79), (336, 153, 394, 295), (301, 340, 346, 446), (686, 515, 759, 678), (261, 618, 275, 643), (255, 647, 267, 666), (250, 677, 256, 692), (236, 703, 253, 732)]"
73e544cee.jpg,"[(80, 235, 89, 263)]"
73e93463b.jpg,"[(60, 336, 91, 396)]"
73eb3f4b2.jpg,"[(330, 325, 371, 374), (60, 415, 89, 442), (53, 428, 75, 449), (180, 467, 198, 490), (62, 505, 80, 513)]"
73ed3b782.jpg,"[(665, 524, 689, 550), (520, 665, 566, 733)]"
73ee603b1.jpg,"[(34, 511, 96, 594)]"
73eef4ef2.jpg,"[(351, 297, 374, 320), (372, 358, 390, 376), (54, 470, 73, 486)]"
73efd22ee.jpg,"[(577, 187, 609, 292)]"
73efffb86.jpg,"[(458, 552, 473, 618)]"
73f333f23.jpg,"[(551, 293, 695, 552)]"
73f3e0d81.jpg,"[(443, 284, 550, 406)]"
73f6aff3e.jpg,"[(551, 253, 649, 423)]"
73f6caf0d.jpg,"[(51, 293, 72, 391), (578, 458, 609, 546), (348, 579, 373, 653)]"
73f95b2d1.jpg,"[(474, 318, 501, 394), (245, 649, 263, 688)]"
73f98914d.jpg,"[(26, 90, 34, 98)]"
73fb70e85.jpg,"[(0, 454, 187, 642)]"
73feb62cd.jpg,"[(331, 207, 472, 305), (124, 233, 133, 243), (226, 256, 235, 267), (360, 293, 383, 312)]"
73ff61dfb.jpg,"[(551, 339, 653, 578)]"
74018b608.jpg,"[(459, 454, 515, 576)]"
7402d7c96.jpg,"[(209, 137, 235, 181), (95, 584, 136, 659)]"
7405e08b6.jpg,"[(744, 350, 759, 357), (705, 478, 721, 488), (673, 661, 687, 675)]"
7409da414.jpg,"[(411, 293, 425, 306)]"
740bc4ba5.jpg,"[(291, 5, 301, 11)]"
740c155ad.jpg,"[(454, 69, 490, 129)]"
740c79859.jpg,"[(457, 42, 467, 52)]"
740d32370.jpg,"[(401, 7, 421, 28), (675, 21, 683, 29), (461, 543, 507, 578), (258, 627, 297, 656), (451, 660, 504, 703), (648, 676, 698, 727)]"
740d362ae.jpg,"[(192, 489, 253, 579)]"
740ee4b2e.jpg,"[(142, 366, 209, 578)]"
74101bd1c.jpg,"[(63, 227, 79, 248)]"
74101c441.jpg,"[(436, 103, 455, 113)]"
7411144f6.jpg,"[(704, 85, 768, 294), (430, 277, 439, 292)]"
7413136f2.jpg,"[(364, 674, 405, 716)]"
74152a6c5.jpg,"[(430, 498, 476, 590)]"
74160ef62.jpg,"[(60, 512, 156, 531)]"
74168d59b.jpg,"[(317, 163, 364, 289)]"
7417a3659.jpg,"[(584, 55, 595, 67)]"
74196f4d6.jpg,"[(229, 178, 261, 200)]"
741a5f582.jpg,"[(246, 14, 256, 36)]"
741d68f15.jpg,"[(680, 0, 753, 128), (319, 115, 346, 157), (428, 156, 471, 229), (545, 458, 583, 527), (181, 509, 248, 615), (178, 526, 213, 580), (231, 559, 249, 594), (552, 575, 594, 642)]"
741e6509a.jpg,"[(367, 47, 384, 66)]"
741f3d3dd.jpg,"[(343, 368, 536, 594)]"
742010982.jpg,"[(136, 245, 180, 358)]"
74221dddc.jpg,"[(29, 464, 94, 548)]"
74225f3ba.jpg,"[(737, 356, 756, 392), (519, 387, 743, 498), (512, 401, 520, 431), (512, 488, 526, 502), (590, 521, 683, 562)]"
742284488.jpg,"[(345, 12, 418, 88), (542, 538, 613, 629)]"
74284b26a.jpg,"[(703, 425, 717, 443)]"
74297c0ac.jpg,"[(227, 553, 449, 768)]"
7429fa904.jpg,"[(422, 26, 440, 44), (356, 132, 364, 148)]"
742b50130.jpg,"[(674, 290, 686, 321)]"
742d78aad.jpg,"[(749, 724, 763, 759)]"
74313cda9.jpg,"[(158, 113, 174, 133)]"
74374184e.jpg,"[(192, 582, 202, 601)]"
7437feca3.jpg,"[(287, 18, 298, 29), (669, 177, 679, 186), (414, 627, 445, 673), (372, 741, 406, 767)]"
7438f3591.jpg,"[(548, 15, 567, 57)]"
743a3e342.jpg,"[(333, 494, 340, 510)]"
743e1c9ed.jpg,"[(208, 10, 267, 108)]"
743e83029.jpg,"[(139, 573, 196, 710)]"
743f2740e.jpg,"[(45, 469, 162, 660)]"
743fdabb3.jpg,"[(551, 274, 566, 289)]"
744137a27.jpg,"[(527, 178, 568, 351)]"
7442e8c54.jpg,"[(167, 51, 187, 81)]"
7444e191d.jpg,"[(268, 177, 310, 351)]"
7444e84d5.jpg,"[(208, 564, 313, 760)]"
7447ebf9a.jpg,"[(742, 624, 753, 633)]"
744a76d05.jpg,"[(485, 239, 503, 264)]"
744b3ff0d.jpg,"[(5, 497, 10, 504)]"
744f05467.jpg,"[(644, 690, 664, 768)]"
7451fdb7f.jpg,"[(78, 137, 145, 172), (245, 181, 323, 234), (3, 265, 26, 304), (111, 528, 179, 568), (99, 646, 154, 672)]"
7459d22c5.jpg,"[(38, 213, 114, 235)]"
7459da01f.jpg,"[(193, 91, 205, 115), (183, 118, 191, 127), (410, 264, 420, 281), (409, 282, 413, 287), (361, 436, 369, 447), (390, 479, 396, 487), (403, 480, 408, 491), (407, 748, 427, 757)]"
745b5ad11.jpg,"[(0, 537, 13, 545)]"
745bab6dd.jpg,"[(336, 514, 422, 670)]"
745e1c719.jpg,"[(153, 309, 173, 370)]"
745e69228.jpg,"[(215, 438, 241, 581), (100, 591, 228, 702)]"
745f042d4.jpg,"[(57, 285, 70, 319)]"
7461dedfd.jpg,"[(223, 163, 236, 179)]"
746324b5c.jpg,"[(142, 14, 150, 31)]"
7463a3623.jpg,"[(725, 286, 732, 294), (442, 534, 449, 543)]"
746877123.jpg,"[(108, 106, 121, 119)]"
7469186ac.jpg,"[(745, 141, 768, 159), (592, 143, 743, 202), (555, 276, 564, 282), (725, 581, 755, 650), (599, 638, 635, 668), (503, 674, 543, 718)]"
74691a40b.jpg,"[(212, 235, 310, 287), (218, 624, 284, 718)]"
74691a7ee.jpg,"[(444, 182, 453, 191)]"
746aa996c.jpg,"[(708, 222, 761, 347)]"
746acbc9a.jpg,"[(566, 678, 597, 700)]"
746e8711f.jpg,"[(659, 265, 688, 348), (712, 639, 736, 695)]"
746fe0f4f.jpg,"[(625, 399, 634, 406), (750, 711, 762, 720)]"
74701a8a5.jpg,"[(263, 687, 269, 697)]"
7470c8af2.jpg,"[(164, 637, 248, 768)]"
747105946.jpg,"[(632, 165, 648, 178)]"
747163fa3.jpg,"[(49, 81, 66, 144), (674, 286, 757, 447), (156, 590, 181, 645)]"
74738d86c.jpg,"[(668, 478, 684, 522)]"
7477167e2.jpg,"[(16, 395, 44, 437)]"
74775c084.jpg,"[(359, 414, 385, 424)]"
7478f46e9.jpg,"[(50, 468, 57, 480)]"
747b39b52.jpg,"[(21, 85, 163, 194)]"
747b50e74.jpg,"[(697, 671, 722, 697)]"
747b7606f.jpg,"[(15, 599, 29, 611)]"
747c8f5ca.jpg,"[(82, 452, 244, 696)]"
747d1968d.jpg,"[(657, 426, 689, 583)]"
7481d103b.jpg,"[(377, 517, 389, 539)]"
74822b0e5.jpg,"[(199, 315, 267, 388)]"
7482a4b23.jpg,"[(206, 512, 225, 563)]"
7482f400a.jpg,"[(707, 475, 717, 489), (758, 696, 768, 711)]"
748560809.jpg,"[(335, 117, 479, 256)]"
7487d56dd.jpg,"[(580, 177, 752, 520)]"
748a1b74f.jpg,"[(182, 407, 294, 470)]"
748c48c14.jpg,"[(469, 174, 563, 227), (176, 633, 342, 700)]"
748ce0c8f.jpg,"[(102, 447, 114, 460)]"
748fde772.jpg,"[(184, 551, 195, 560), (111, 567, 128, 580), (181, 643, 195, 654), (287, 670, 303, 680), (198, 690, 211, 704), (286, 723, 301, 738), (265, 728, 279, 751), (250, 730, 259, 748), (216, 737, 226, 751)]"
7494507dd.jpg,"[(569, 167, 590, 186), (3, 568, 237, 768)]"
749496544.jpg,"[(68, 329, 165, 434)]"
74969592c.jpg,"[(287, 135, 331, 343)]"
7497d35ff.jpg,"[(208, 85, 226, 92), (112, 303, 119, 310), (288, 304, 299, 317), (329, 309, 334, 323), (178, 353, 194, 362)]"
7497e4113.jpg,"[(0, 0, 157, 80)]"
749901c5a.jpg,"[(702, 213, 726, 219)]"
749c2a7cc.jpg,"[(301, 417, 338, 504)]"
749dde3eb.jpg,"[(41, 158, 55, 170)]"
749f6733d.jpg,"[(679, 324, 686, 336), (661, 443, 688, 515)]"
74a3d806d.jpg,"[(165, 543, 254, 601)]"
74a446b95.jpg,"[(661, 214, 682, 225)]"
74ab1858f.jpg,"[(189, 146, 294, 439)]"
74acc425d.jpg,"[(254, 507, 434, 755)]"
74b0c85f2.jpg,"[(298, 494, 324, 518)]"
74b4b8cac.jpg,"[(228, 221, 365, 556)]"
74b4f119e.jpg,"[(566, 143, 637, 233)]"
74b8582de.jpg,"[(125, 337, 156, 424)]"
74b8c752a.jpg,"[(509, 152, 554, 190), (226, 599, 251, 643)]"
74b9ba2fc.jpg,"[(263, 425, 501, 575), (266, 660, 321, 700)]"
74be0e638.jpg,"[(204, 0, 361, 165), (6, 223, 162, 402), (0, 401, 16, 439)]"
74c07e98e.jpg,"[(566, 521, 768, 699)]"
74c2daa80.jpg,"[(299, 701, 308, 713)]"
74c3317a9.jpg,"[(0, 22, 37, 94), (223, 254, 238, 276), (164, 378, 201, 452)]"
74c3c0f02.jpg,"[(191, 0, 220, 65)]"
74c4294ac.jpg,"[(310, 217, 352, 407)]"
74c697c9e.jpg,"[(190, 307, 343, 344)]"
74c83c820.jpg,"[(226, 42, 281, 103)]"
74c965f8d.jpg,"[(653, 309, 663, 334), (695, 330, 714, 347), (657, 344, 672, 371), (667, 397, 687, 411), (672, 433, 684, 454)]"
74cb57627.jpg,"[(379, 504, 433, 664)]"
74cd0aab9.jpg,"[(39, 40, 50, 52), (61, 93, 71, 107), (15, 147, 26, 163)]"
74d268eeb.jpg,"[(20, 163, 47, 187)]"
74d72396a.jpg,"[(456, 295, 555, 329)]"
74de0ca54.jpg,"[(208, 547, 231, 590)]"
74e0fc880.jpg,"[(580, 56, 594, 74), (609, 61, 620, 82), (594, 62, 604, 76), (566, 225, 576, 240), (588, 248, 600, 265), (539, 301, 548, 314), (504, 302, 515, 321), (550, 335, 562, 354), (514, 375, 525, 394), (566, 481, 572, 486), (528, 488, 545, 509), (524, 593, 538, 613)]"
74e5c4de2.jpg,"[(705, 651, 711, 660), (207, 734, 212, 743)]"
74e975b02.jpg,"[(392, 390, 570, 562)]"
74ea4520f.jpg,"[(475, 224, 505, 304), (401, 527, 422, 594), (683, 551, 724, 627), (45, 594, 61, 645)]"
74edf2481.jpg,"[(400, 58, 460, 98)]"
74ef5305b.jpg,"[(735, 197, 743, 226), (712, 200, 729, 210)]"
74f1ccf29.jpg,"[(444, 459, 461, 476)]"
74f5a133a.jpg,"[(409, 585, 552, 694)]"
74f5a4568.jpg,"[(355, 682, 394, 729)]"
74f8dd4e7.jpg,"[(566, 191, 576, 201), (409, 258, 415, 268), (504, 356, 516, 369), (488, 363, 495, 369), (498, 392, 505, 397), (562, 399, 569, 408), (619, 468, 625, 477), (741, 520, 745, 526), (746, 532, 750, 537), (734, 533, 738, 541), (763, 541, 768, 555)]"
74fb02822.jpg,"[(296, 2, 505, 45)]"
74fce5cba.jpg,"[(675, 244, 718, 435)]"
74febabd3.jpg,"[(337, 113, 350, 126), (338, 332, 348, 341), (333, 338, 342, 346), (328, 343, 339, 353), (271, 346, 286, 365), (290, 350, 301, 361), (295, 355, 305, 365), (291, 370, 300, 380)]"
74ffd044b.jpg,"[(513, 561, 612, 768)]"
75046a292.jpg,"[(690, 162, 700, 173), (374, 501, 387, 512)]"
750598ee0.jpg,"[(670, 236, 768, 277), (604, 451, 615, 458)]"
7505a192f.jpg,"[(589, 181, 768, 291)]"
750695800.jpg,"[(193, 678, 211, 711)]"
7507c3be4.jpg,"[(688, 413, 737, 566)]"
7508bcdde.jpg,"[(136, 134, 314, 306), (677, 287, 768, 478), (197, 558, 237, 598)]"
7509a3e18.jpg,"[(156, 676, 283, 717)]"
750cc3217.jpg,"[(495, 696, 515, 715)]"
750d472b7.jpg,"[(515, 581, 532, 597)]"
750ef1aff.jpg,"[(140, 300, 165, 329)]"
75117361f.jpg,"[(661, 77, 674, 135)]"
751331052.jpg,"[(97, 384, 106, 404), (51, 436, 98, 514), (254, 450, 267, 467), (188, 515, 241, 591)]"
7514cb70e.jpg,"[(273, 385, 294, 401), (14, 441, 67, 511)]"
75157e471.jpg,"[(85, 76, 121, 110), (367, 333, 479, 442)]"
7515adb0a.jpg,"[(561, 204, 620, 229), (590, 596, 664, 630)]"
751982797.jpg,"[(601, 410, 612, 422), (475, 422, 487, 433)]"
751a5a0ca.jpg,"[(681, 391, 731, 547)]"
751dab061.jpg,"[(407, 17, 461, 54)]"
752080ccb.jpg,"[(110, 272, 159, 308), (134, 277, 163, 300), (143, 389, 159, 404), (205, 411, 218, 423), (540, 527, 597, 576), (610, 595, 621, 606)]"
7521a8384.jpg,"[(48, 539, 64, 554), (152, 560, 168, 577), (236, 572, 254, 589), (32, 573, 45, 584), (110, 574, 127, 590)]"
752278dde.jpg,"[(24, 460, 139, 596)]"
75230e647.jpg,"[(340, 0, 410, 48), (517, 18, 593, 65), (679, 207, 734, 243), (307, 238, 318, 260), (389, 345, 457, 400)]"
7524b7676.jpg,"[(97, 112, 120, 144)]"
75286aaf6.jpg,"[(0, 76, 262, 220), (461, 85, 676, 160), (657, 100, 671, 122)]"
75290fdc0.jpg,"[(68, 0, 119, 26)]"
752a7fd02.jpg,"[(396, 216, 636, 297)]"
7534e60ca.jpg,"[(7, 34, 66, 196)]"
75353e786.jpg,"[(59, 51, 80, 116)]"
753623a22.jpg,"[(457, 374, 467, 386)]"
75377e637.jpg,"[(462, 268, 520, 374)]"
7537bd9e9.jpg,"[(331, 81, 342, 91), (360, 148, 391, 189), (293, 197, 323, 224)]"
7537ca7ba.jpg,"[(160, 694, 172, 709)]"
753ce130d.jpg,"[(132, 26, 387, 256), (664, 341, 716, 417)]"
753e5d167.jpg,"[(265, 279, 282, 299), (250, 336, 270, 357)]"
7540ceeac.jpg,"[(364, 506, 367, 514)]"
754143b33.jpg,"[(574, 8, 649, 208)]"
7542e8995.jpg,"[(144, 406, 328, 500)]"
754326edc.jpg,"[(704, 14, 713, 27), (633, 119, 658, 142), (580, 312, 594, 330), (609, 317, 620, 338), (594, 318, 604, 332), (566, 481, 576, 496), (588, 504, 600, 521), (539, 557, 548, 570), (504, 558, 515, 577), (550, 591, 562, 610), (514, 631, 525, 650), (566, 737, 572, 742), (528, 744, 545, 765)]"
75443d8ee.jpg,"[(212, 30, 225, 55), (401, 114, 426, 186), (40, 127, 69, 224), (253, 212, 283, 285), (400, 404, 426, 469), (123, 691, 162, 768)]"
7544cb3f2.jpg,"[(78, 131, 118, 221)]"
754a2c24d.jpg,"[(624, 609, 644, 619), (252, 646, 268, 656)]"
754c25bea.jpg,"[(663, 553, 686, 619)]"
754e35e53.jpg,"[(143, 393, 179, 489)]"
754eb0443.jpg,"[(629, 634, 675, 679)]"
754f7b4b2.jpg,"[(412, 154, 492, 267), (573, 225, 664, 335)]"
7551fca13.jpg,"[(95, 12, 130, 26)]"
755379088.jpg,"[(125, 127, 318, 312), (761, 196, 768, 210)]"
7557e261d.jpg,"[(638, 114, 660, 139)]"
755c52255.jpg,"[(616, 307, 628, 318)]"
755caf3f8.jpg,"[(567, 63, 620, 115), (605, 109, 694, 193)]"
755e41626.jpg,"[(698, 400, 737, 441)]"
756560614.jpg,"[(687, 214, 701, 233)]"
7566d38d8.jpg,"[(116, 37, 237, 153)]"
756878dbd.jpg,"[(651, 95, 726, 164), (722, 345, 767, 386)]"
756899eb6.jpg,"[(229, 141, 249, 160)]"
756a9a36f.jpg,"[(413, 202, 418, 212), (70, 372, 195, 660)]"
756c6c13a.jpg,"[(216, 168, 276, 230)]"
757fd3ecd.jpg,"[(463, 135, 500, 153), (672, 164, 708, 178)]"
7580ed454.jpg,"[(227, 5, 237, 28), (213, 259, 245, 341)]"
7581be99e.jpg,"[(115, 233, 131, 250), (231, 393, 257, 494)]"
7582ee552.jpg,"[(336, 235, 345, 263)]"
7587c2467.jpg,"[(548, 178, 554, 192)]"
758a79ecb.jpg,"[(69, 583, 106, 710)]"
758a8ff0f.jpg,"[(134, 221, 306, 454)]"
758c7f214.jpg,"[(292, 545, 323, 587), (523, 606, 598, 685)]"
7590edc21.jpg,"[(380, 592, 401, 621)]"
75911acb6.jpg,"[(513, 34, 561, 83)]"
759635210.jpg,"[(336, 338, 359, 367)]"
7598afbce.jpg,"[(153, 73, 227, 194)]"
759a6ffcd.jpg,"[(119, 2, 181, 68)]"
759bc648c.jpg,"[(57, 142, 71, 161), (81, 200, 122, 283), (100, 288, 111, 310)]"
759db4d55.jpg,"[(307, 702, 321, 717)]"
